城市,月份,AQI,范围,质量等级,PM2.5,PM10,NO2,CO,SO2,O3
青岛,2022-10,58,34~96,良,20,45,7.0,31.0,0.519,102
青岛,2022-11,59,32~132,良,28,57,8.0,33.0,0.65,84
青岛,2022-12,77,35~198,良,44,95,13.0,45.0,0.9,56
青岛,2023-01,79,36~172,良,46,93,11.0,32.0,0.794,69
青岛,2023-02,63,36~143,良,38,68,9.0,35.0,0.714,84
青岛,2023-03,83,46~189,良,43,110,9.0,36.0,0.632,108
青岛,2023-04,94,54~390,良,30,103,7.0,29.0,0.543,116
青岛,2023-05,91,31~342,良,26,67,7.0,25.0,0.516,133
青岛,2023-06,91,50~193,良,19,36,7.0,18.0,0.513,147
青岛,2023-07,71,21~148,良,15,29,6.0,16.0,0.523,120
青岛,2023-08,76,29~134,良,15,29,6.0,19.0,0.558,128
青岛,2023-09,73,45~125,良,18,36,7.0,25.0,0.55,127
青岛,2023-10,77,36~127,良,25,58,8.0,36.0,0.648,126
青岛,2023-11,65,31~138,良,33,69,8.0,33.0,0.643,76
青岛,2023-12,81,25~203,良,54,91,11.0,45.0,0.887,35
青岛,2024-01,78,34~165,良,53,83,10.0,45.0,0.977,60
青岛,2024-02,76,32~298,良,50,74,9.0,25.0,0.834,85
青岛,2024-03,69,44~125,良,35,83,7.0,30.0,0.723,96
青岛,2024-04,67,41~121,良,22,57,7.0,25.0,0.583,113
青岛,2024-05,77,34~145,良,22,52,8.0,23.0,0.519,126
青岛,2024-06,77,37~172,良,14,32,8.0,17.0,0.5,131
青岛,2024-07,69,28~140,良,15,27,8.0,17.0,0.587,120
青岛,2024-08,77,34~154,良,15,33,8.0,16.0,0.642,129
青岛,2024-09,70,26~136,良,11,27,8.0,18.0,0.543,121
青岛,2024-10,64,38~100,良,23,47,9.0,31.0,0.645,113
青岛,2024-11,69,69~69,良,46,87,9.0,44.0,0.8,113
