城市,年份,月份,100m_u_component_of_wind,100m_v_component_of_wind,南北风速,东西风速,温度,紫外线,相对湿度,太阳辐射,降雨
武汉,2006,11,-1.6554062233595885,0.011851305344058337,-0.9540508399645389,-0.10108999804282534,302.74323779740666,97271.76047962392,72.93963560811594,852964.5005131719,0.0001131454858419
武汉,2006,12,-2.279922494834449,-2.0806575438784183,-1.2998630708043444,-1.456941560050737,296.61939485390434,76075.23545447091,64.59312164516953,671955.3210343588,7.922903174500839e-05
库尔勒,2006,1,0.9151927561800036,0.8201748909792603,0.4731274584161215,0.5078680245420095,262.9925028700441,37777.98758007647,68.2820499945207,367297.13794228644,5.151551735929898e-06
库尔勒,2006,2,-0.33868036743233115,-0.32298599481779977,-0.1422825830574998,-0.26294557277069835,286.7353543326931,63948.78582376996,41.00055449022717,599455.4387378487,6.023433749059208e-06
库尔勒,2006,3,-0.10350471745785696,0.029144507935742667,0.045376533214309456,-0.11093896968708428,276.93693306058526,41578.51546143988,61.75275334750512,399852.6628370236,2.8567114476552925e-05
库尔勒,2006,4,0.8684075715059798,0.7949119649752207,0.5673843048297447,0.37754435659581365,265.5973803412755,35773.10639137109,56.98979622030357,343201.8081321457,1.30602115424857e-07
库尔勒,2006,5,0.4427660401215487,0.5057003366493691,0.2916379237262727,0.2599863847362605,271.83307485905937,54386.1536705095,60.46344839669541,504212.24301672453,1.1247725433047354e-05
库尔勒,2006,6,-0.29718948209209195,-0.27377730230525926,-0.07273019017779657,-0.2130283183685965,278.53676650311905,86494.32800436739,41.40902645689058,805399.4714933322,1.083187098864504e-06
库尔勒,2006,7,-0.22293413000132264,-0.9457637692657078,-0.04097818820133983,-0.5995991099969725,287.4159922846838,105470.48189489047,33.06567211207122,950093.4084322926,1.6968771462602013e-05
库尔勒,2006,8,-0.4990569123131776,-0.8829666536629649,-0.16922160419042534,-0.5465567174043185,292.60438629068676,119132.04379757917,32.474847144813914,1068787.6864318606,2.029359707606958e-05
库尔勒,2006,9,-1.5173742852813525,-2.0410354015502974,-0.8705445044726431,-1.2870084537007018,297.10946174897384,126695.9952644795,35.439480738035,1115870.562870938,3.317153016079701e-05
库尔勒,2006,10,-1.682241219816657,-2.305458820395985,-0.8631443499212116,-1.5207225421252621,298.41855861157705,119528.34900930896,36.26781701037276,1037028.076234345,1.5534879141570283e-05
库尔勒,2006,11,-1.386610248010605,-2.155685803194395,-0.6809964717602001,-1.4219510632620367,298.87304755051514,114489.00335941419,28.986729483738355,1001484.5881347494,3.0420247310276043e-06
库尔勒,2006,12,-1.2035850634820622,-1.3522790283689154,-0.6213030975071935,-0.8646026157106893,293.0156696227721,90427.46678818083,30.32647935889263,816032.0466554835,2.480557364668096e-06
青岛,2006,1,-0.30867760596777105,-2.010959804934705,-0.18966025859422803,-1.6769583413606337,274.840786807171,39239.62246379571,65.10406803416492,379874.9990035854,1.6265713268810102e-05
青岛,2006,2,0.24199005154573278,1.4491360951801495,0.07861323761657431,0.9775199921924554,292.4990536814875,64470.35805280524,72.04779027588363,598859.2885936911,9.771539020770152e-06
青岛,2006,3,0.6888264718738887,-0.9408824387368716,0.49914118137616964,-0.8501682472548658,284.7856947907977,40772.42998854775,62.24142836734846,391669.9101589229,4.1283405977809216e-05
青岛,2006,4,1.5633944519318395,-1.714839040350398,1.2586714731537476,-1.4106894085679138,276.9106809977433,34784.294324887924,61.49546064252029,343743.97144621384,4.816606754120589e-05
青岛,2006,5,1.347163605405149,-0.05656261402945691,0.8685573122950219,-0.21424332172542138,274.312090013267,57265.095427325876,64.34503800142815,556127.9313442338,1.5794236385379327e-05
青岛,2006,6,0.2032900071121806,1.74379050295255,-0.05428764748062082,1.067732693305318,279.178024283891,82632.026737224,55.075584530343974,796274.9328716978,9.194825272270261e-06
青岛,2006,7,0.25621519845229007,1.771570137506982,-0.046085033760557885,1.1822485178527753,283.90523122659675,97461.68610445021,61.23569133057764,909062.2954549219,5.630419820481554e-05
青岛,2006,8,0.19263445975553886,2.554016745916727,-0.12684540730047184,1.654183740943307,289.2954142032891,99962.83575010339,66.4492954089924,917894.0194960783,9.043460596988077e-05
青岛,2006,9,0.11112716487348216,4.722798254009926,-0.32010443641265535,3.1725819892920017,294.1203092204142,104135.11186125156,82.583801119446,927162.7083627644,6.3632633299343e-05
青岛,2006,10,-2.0551742762693617,2.924669203710732,-1.6800664529645757,1.8549712741154833,297.290146470269,79051.73829889797,88.67890434773892,683137.542289363,0.0002596649991977714
青岛,2006,11,-1.0766286287427447,1.7717546819924972,-0.8960060228351593,1.1358494593447486,299.36748666682325,84930.17927144926,84.66550389953578,748100.7683015503,0.0002066900618908
青岛,2006,12,-0.28711400941715787,-0.09467013759438005,-0.25278409707469085,-0.12505363915264062,294.8752431803687,75978.42840130186,70.34258347412522,683565.207960366,2.048328907066269e-05
北京,2006,1,-0.013270176008205225,-0.35119282901582866,0.05136008709297982,-0.32003236781034733,270.00786898175187,35957.53093249605,46.03835880376818,359606.4422093314,5.147573234199312e-06
北京,2006,2,-0.45774757003179695,0.024532490823255648,-0.19915967347644248,-0.19667540360065053,287.9270180055674,56177.93414604058,56.10121386892586,527516.427270836,4.8653994376586344e-05
北京,2006,3,0.7737662042591632,-0.5735573477054755,0.5081444798231661,-0.4632421957666059,278.04022708378227,39179.48595954135,45.183995403373814,394107.3752496418,2.9998529017475045e-06
北京,2006,4,0.5826696516336577,-0.8251700161975649,0.3684291471573431,-0.5901313989899424,270.4194082033464,31267.79658642426,44.6975475340889,323355.61039429094,6.843589903576175e-06
北京,2006,5,0.8246786368934785,-0.5507051773730091,0.4513391335693126,-0.45796023169219596,271.4058327448778,53104.90758660039,36.40478892589347,531919.068968644,9.506476178407364e-06
北京,2006,6,1.2112044342129227,-0.6568707998056217,0.7538443454043907,-0.4829128417601722,280.05337240360166,78949.85353180318,27.806912618312708,781237.2291159794,7.341350424200928e-06
北京,2006,7,0.26104690612296133,-0.30355154056928346,0.21690343630317968,-0.2547236346525147,286.2198317936907,92369.09966362064,36.79253532327314,899503.6312568831,1.3409812270278802e-05
北京,2006,8,-0.15293970129216014,0.5763873304218409,-0.09684084330814241,0.25855608507107136,293.5980590167458,90107.73890590022,48.696237682731606,843688.7716726502,0.000155816101897375
北京,2006,9,0.26955059692838257,0.4346614313763458,0.22421918143999645,0.0905959131402792,298.3632845508178,96636.96300897864,51.725997134786574,867503.6843411322,0.000125014549181875
北京,2006,10,-0.9465532347703043,0.756822246802145,-0.5732525096955857,0.3839109351276328,298.57894539671764,79419.18956338974,73.69149145212404,701852.2629667869,0.00020145575802524998
北京,2006,11,-0.194961916843139,0.6942971576702587,-0.10688821245067837,0.3321795227806085,298.57166734660206,80341.91491291679,74.48934517456733,709464.4823991755,0.00017429172166076666
北京,2006,12,0.14427303964912694,0.3708693279669531,0.12423662680007198,0.030746386376577773,293.92413539022704,79871.26233766122,52.188003248153926,734520.9455777821,1.959338294792546e-05
沈阳,2006,1,0.11669519976908009,-0.7940487641481823,-0.14829515371910895,-0.4383423718363397,261.4862302804864,36462.74304539664,52.009629545148805,373149.0643170363,1.6066031920863046e-05
沈阳,2006,2,0.1963738443268141,0.7233605758099786,0.04863753019260715,0.29881208603524784,285.2381132467025,57123.78492374733,55.80513572291895,547268.0755309508,0.00010314019625400468
沈阳,2006,3,1.516176507523893,0.4717271227050528,0.7280378269798258,0.19889321697170448,274.09751717337383,36496.30298618003,51.16227211021365,373956.2471833891,4.018630423262363e-05
沈阳,2006,4,1.1500033341141784,0.5850179239146949,0.49998518378777246,0.25508804378074645,267.14147139925126,29478.360836318992,53.54435674965141,302369.58812380704,5.957296540472163e-06
沈阳,2006,5,1.8495508106479857,0.9339296710715781,0.9991690558709789,0.553894096008506,266.2240739058867,50645.770771499345,45.82116450274538,499451.8611292153,3.7567087966976505e-05
沈阳,2006,6,2.528450419146935,1.2892575960459554,1.5280220570206275,0.6942435785399281,274.68291597401503,74063.19721661876,39.76262067597165,725959.9993736466,8.267322800509093e-06
沈阳,2006,7,1.0990244756050045,0.3462914741641505,0.6217423334202086,0.16170677553599883,281.38498555056384,81233.82056185447,49.613986157574104,776581.170063081,5.915668871885435e-05
沈阳,2006,8,0.5057457370049248,2.3510973562147037,0.1961592252221552,1.3851350782206868,291.7387304751362,97295.55742130372,51.85842299810197,912772.9232815731,5.111709576514674e-05
沈阳,2006,9,0.5623809490753251,4.279623200693187,0.1988439670122673,2.5611117217229955,295.2043401893641,93400.34180930059,68.09942375738609,844755.6078053811,0.0001854594054928111
沈阳,2006,10,1.269767136985949,3.3165081331063413,0.6324248426396045,2.038451731773316,297.4246109611438,83503.04077896416,76.55798397190577,753389.5473747433,0.00017719388433659998
沈阳,2006,11,0.10571742648093929,1.6774844251505263,0.05044459789766145,0.992249205128442,297.49624951372584,80771.02998193615,76.67670031950661,719164.3968673139,0.0002526111553562444
沈阳,2006,12,-0.2390142217672419,0.9581524642814016,-0.2772986920371625,0.4219905479049832,291.22748070342925,77735.54789800904,61.26807890957824,714123.5670836136,5.449019771711785e-05
广州,2006,1,-1.3828494772978832,-1.8981560946208802,-0.7866745480043116,-1.3393873616896,288.93525743071325,52439.5715038966,66.76173281325885,469751.05667745863,3.412614848425433e-05
广州,2006,2,-0.8207623097185968,-1.1000974615514945,-0.459526117178407,-0.7046684759826138,299.51976055781535,79274.45697281061,69.83670280232272,681926.1734106696,4.8300415360527624e-05
广州,2006,3,-1.5421307156682853,-2.501096149231511,-0.798623121055474,-1.6102058247397188,294.9365980738578,57457.035846133695,64.88686729298679,515760.5732560831,0.00013123553209092
广州,2006,4,-1.8552354800335586,-4.7024424382444785,-0.8349522493627821,-2.7541205164613536,289.22474578476357,59706.86794723132,55.69661179719767,559967.5636799785,3.024955329955714e-05
广州,2006,5,-1.3863070460984026,-2.375275786168472,-0.7888358984027267,-1.658444157802251,290.4391935874508,53479.62457656835,68.7999030887999,467076.1769137505,8.504692683002328e-05
广州,2006,6,-1.8156610036699825,-0.4722262719235985,-1.0183078216880523,-0.4820197954538397,291.26890608118407,51139.512844415156,78.31237677356015,435373.5462047841,0.00021265849344631003
广州,2006,7,-0.6719294367633472,1.8186963832506144,-0.4320894480495345,0.9998010751047532,297.01661823602416,72358.49122958528,81.96343394576039,597391.0544083316,0.00024408075514834003
广州,2006,8,-1.0339542471143854,0.3448015881011974,-0.6220160709931438,0.09950537735069705,298.65572357369973,72370.35432560422,81.29703661061663,611504.1513662634,0.0007341255541420801
广州,2006,9,-0.6433564503777223,2.9173741783836915,-0.5089780778307127,1.6288216862362908,301.15337496635556,78821.30285274718,85.77858983019013,643576.5307162134,0.0005090883276833999
广州,2006,10,-0.3241245915668947,2.918224939423861,-0.3235504176377779,1.6984051841390773,302.74815614547083,89718.62312441456,82.90007360925955,734195.6134148085,0.00041144367935506997
广州,2006,11,-1.8658664560871678,0.857746186727199,-1.1738865439139043,0.35609058744631794,302.2218226673025,90322.34077586442,82.3720064067196,752383.4947937436,0.00038078005424651
广州,2006,12,-1.173485854894105,-1.5653575794567005,-0.6400563568670872,-1.0566595571910224,299.8192479623712,83949.95222513416,75.49481832493647,714616.8959548697,0.00015484028439548
拉萨,2007,1,-0.12762842020151502,0.34670902876278986,-0.04527180546865638,0.0052844534881980485,266.43591108817986,76221.19415003124,40.70765960160248,701337.2627842893,1.764927770683477e-05
拉萨,2007,2,0.31927308933643145,1.795157380824679,0.3229265830791877,1.0707064246336018,280.4958827892499,90810.34954001215,46.06955466412352,802354.9228637987,3.409090656690548e-05
拉萨,2007,3,0.0019148097018388197,-0.2848232507908009,0.25035012074375784,-0.44562217779628793,267.3103510379852,80007.51948117439,52.74079611365297,702327.8416152849,2.8742461327682764e-05
拉萨,2007,4,0.037654778773886684,0.05939534357344326,0.12240279085759713,-0.3082556270606382,265.71635841553547,73668.28801105182,48.714300890725504,657213.5871281311,1.1506702606860606e-05
拉萨,2007,5,-0.14343635069935734,0.2763597512644152,0.05579719128943215,-0.1426792962076732,263.1528630861783,97082.12347464776,58.70686690884961,832498.3251280519,2.880048698667575e-05
拉萨,2007,6,0.36606359023657536,0.664268646168091,0.29835442856629923,0.1411087929105729,271.36766238291585,118042.65905595977,39.0468765367848,1033693.7244838661,1.8585612354479626e-05
拉萨,2007,7,-0.046156098926330415,-0.19313073254290983,0.07596481812884397,-0.20282400561109235,275.83014080723973,128771.09747721255,41.63413157415681,1114302.8319259922,6.828744234853354e-05
拉萨,2007,8,-0.024174211917451685,1.1556561433212809,0.0893778377574798,0.734007164742113,282.63769871150856,134514.47830690618,41.67992678688534,1167849.95418959,5.026117252426447e-05
拉萨,2007,9,0.05732161856984396,0.7289429092071829,0.1289462950462619,0.4287825773990323,284.2756460121698,132253.57411480858,51.51907642666186,1108441.216197776,0.00011372749248155
拉萨,2007,10,-0.13848318634177995,1.2076346736782844,-0.06863259994764766,0.8093328858050907,285.63279607996725,110325.53958395151,66.03212591503403,906508.8643859318,0.00023581062078255
拉萨,2007,11,-0.12340273653510035,0.9321846036348184,-0.0376444268904479,0.5606431997227624,284.93655432154316,104354.67374873096,69.45946534340975,881102.2681645462,0.00023263299912411664
拉萨,2007,12,-0.1267610928893965,0.8299007688580035,-0.02459579509513878,0.4857673930733797,282.75853418903233,95708.2767831594,65.47404167028002,825900.6266744565,0.00016085856314693335
武汉,2007,1,-0.5555008900977787,-1.9401072619298243,-0.23629329464420307,-1.232851924663343,277.85748587908006,44834.99186137781,59.01250830327433,430560.29410001886,4.7394565414853874e-05
武汉,2007,2,-1.6012325659377868,-2.84231766676489,-0.8817407905487107,-1.9294696295739913,292.8095923193961,66810.60939800776,58.63943889405883,613473.049635007,2.4491272775042394e-05
武汉,2007,3,-1.9071658825227826,-1.405637241874265,-1.0784537838608537,-1.0238628523808857,286.06276669536913,52307.55068610063,51.26584173052517,499217.4111062073,4.125429877743228e-05
武汉,2007,4,-0.9184767064811681,-2.683412450298581,-0.37380773624603736,-1.6286448045537858,280.9612454838989,35939.889575939975,63.51311324837219,341084.4466925441,3.688926655847182e-05
武汉,2007,5,-2.2204857632248167,-0.3679925171274551,-1.233312934028785,-0.46501642232717644,284.10851469107405,53237.159763525815,65.53020544675547,493752.7266362116,0.000168487871615
武汉,2007,6,-1.432852224053142,-0.521535459554571,-0.8230997458395279,-0.5146175107505818,286.21228972147003,62722.22376793428,67.65768336474854,556044.162732186,0.000202664452963875
武汉,2007,7,-0.399118561796388,0.1569547910333866,-0.318595019093017,-0.04330830777256381,291.4567437567471,88959.43239745576,58.63392631784689,786667.6265867191,0.0001344053191644
武汉,2007,8,-0.596880864635952,1.5587787164591371,-0.42188554871224626,0.8068793103555567,298.20707701305207,98159.57544944761,66.51236774658523,849032.4141538013,0.0002391779758507125
武汉,2007,9,-1.7754943462371204,1.023835080815265,-1.077239399211539,0.4946599766220573,299.6813361972894,91310.35801270061,77.04979530578666,778695.8730868619,0.0002294529650159125
武汉,2007,10,0.028178224829427376,3.349687499512178,0.053296295731762214,1.9017381474782074,302.3922035202208,92953.15740304481,76.42899398003257,784930.0514585124,0.000261352468348
武汉,2007,11,-2.178161977107573,-1.4091881553373429,-1.275011445524017,-1.0513526460527052,302.30543572129807,93834.67778589611,77.32071306522477,812945.2297042792,0.00017304052846981252
武汉,2007,12,-1.349391861323582,-3.012307963679052,-0.6765295990820137,-1.9085421543027261,297.8778829427779,78569.75208741924,67.12622817141488,694092.7017432724,2.4874109069330983e-05
库尔勒,2007,1,0.8646337791126132,0.7758020180825933,0.48210857194535794,0.4411997794967278,264.2712881971301,41065.66547278289,59.548654726164635,400186.5879333278,2.903435764313068e-07
库尔勒,2007,2,-0.2567749506355719,-0.10827407150825967,-0.09093917757106429,-0.13494097984982678,283.38729535302025,65037.73134513345,38.13303835044574,621716.4589485902,1.361472727136449e-06
库尔勒,2007,3,0.5948884889211626,0.6537022596452782,0.29919499350767365,0.31783276900300933,276.1257700499546,44426.82191094048,45.30459951275699,442664.14183146105,2.1929554856056363e-07
库尔勒,2007,4,0.47734021335301174,0.5684162687862951,0.21197489206946804,0.32820049360333114,268.4388687872624,33779.87018115688,57.3042491554347,335017.45547702507,1.7997803399151785e-06
库尔勒,2007,5,0.038819633344031663,-0.22264886603222023,0.06691431725163242,-0.2162555389619604,273.5848029577335,57087.06329599729,53.56140350274509,538176.97943962,5.395380673529744e-07
库尔勒,2007,6,-0.8437607797832581,-0.827258053681109,-0.39168502881101785,-0.544511469280225,279.45548240429895,84749.87986635465,34.90954088399443,785886.4930986771,6.203743021025906e-07
库尔勒,2007,7,-1.1710242214326085,-0.4994358850943074,-0.5995302851268293,-0.3431584685340587,289.5149033425262,111761.56991220929,24.382735124051905,1015190.8118974064,2.6415636386406198e-06
库尔勒,2007,8,-0.7808572459342263,-1.1345195671105623,-0.41641406722645585,-0.7095256058593925,294.6488298355477,122460.24676220007,23.86304680566297,1103917.7852623856,7.110958391262626e-06
库尔勒,2007,9,-1.1470498658139212,-1.6997338324947684,-0.5736195614673895,-1.059563057443885,298.27724084765885,127278.93158407346,26.71116540057884,1134469.8393951643,1.0548313098255731e-05
库尔勒,2007,10,-1.5748615678940905,-2.3497354502472123,-0.8781184595578315,-1.5375044441520938,298.86755983041104,118341.86522948729,37.51389775467742,1029881.1452671558,3.6850678854372273e-05
库尔勒,2007,11,-1.36479228841825,-2.1296491335258403,-0.6545095330325572,-1.3868778608497914,298.0489795631857,114540.25638934718,34.52445112269739,1008797.1336070406,1.1731844373842262e-05
库尔勒,2007,12,-0.8593688285395243,-1.3920380507969317,-0.44487388140419976,-0.9201606005403997,292.11436938837585,87638.13964454964,41.09052064052011,782959.8743400517,2.1328456230186374e-05
青岛,2007,1,2.406818712152997,-2.2862435154361025,1.8621262958131484,-1.7741552147391908,274.892670268451,43339.658806201965,58.73510118406965,433344.27947474056,4.827501818337858e-06
青岛,2007,2,0.45970222935460286,-1.187651320148507,0.3582559421044649,-1.0266928169892966,289.8128650944342,58531.128186967144,65.28980035355474,535981.5216727959,2.107022257399509e-05
青岛,2007,3,1.4592015271207646,-1.2286161156683963,1.1557539570362874,-1.0817307122489588,283.1921828841708,47419.96244769357,59.00203520645305,470903.57128662,1.052447525809541e-06
青岛,2007,4,1.6485977380713142,-2.876910504656647,1.334313796084951,-2.3127897737303056,277.80710510432357,34158.8350135347,62.09206492816026,339224.87260833837,4.008973228456217e-05
青岛,2007,5,-0.45426769838730496,1.1814697733285364,-0.40611906154325367,0.6725836408393903,278.5230134464877,58168.07927084795,63.15806488878889,565234.4082036868,2.2855777503174202e-05
青岛,2007,6,0.7864478551217663,0.7925222129291117,0.4234037501118482,0.4505060972245361,280.0928170585643,74974.98412443027,61.62084474995489,713710.1442127145,0.00011371734376255714
青岛,2007,7,1.2131400590219887,1.9464325728857494,0.5785689687211452,1.3385303956063015,284.7957270652179,92905.6260075147,54.068237570932695,870073.3256384054,5.144957094403399e-05
青岛,2007,8,2.1408661099371007,3.128834748252173,1.028667619909219,2.1216044609550617,291.0323481222275,102071.56217117286,64.10351761925823,935146.6663026203,7.689125163128381e-05
青岛,2007,9,-1.3771022771791075,3.6915937026061543,-1.2321838145709187,2.4904577616309567,294.1637495614148,96003.6892214523,85.53129089156779,853309.1127867894,0.00014718855240515715
青岛,2007,10,-0.24298222254320953,2.2844498177049117,-0.398277120926495,1.5602632049181602,297.4057543000161,88448.94419081921,86.01463980812193,757369.246405305,0.00012065887547974287
青岛,2007,11,-1.227157307518574,1.2027113746428773,-0.9799448912904182,0.7218812200671104,299.25830969687166,79413.7808274517,84.86120605002324,693697.3548701031,0.0003395443099675286
青岛,2007,12,-1.0287722448182548,-1.7839701692428567,-0.7745709168180432,-1.4254106872271943,295.8500901349057,68579.52442847284,75.97545382970267,602274.1500744749,0.00028517133244261426
北京,2007,1,1.0187441875915566,-1.4001699712497384,0.6839228264974667,-0.8863738962620323,269.87071318695183,39299.965371425234,36.91484215435935,404404.91213906725,3.4734462820959395e-07
北京,2007,2,0.4889706849330587,-0.5136010246522954,0.33626592073094147,-0.4126479161174703,285.34881092680456,55490.35796466964,53.5120056375899,530330.4977985892,8.46958338581462e-05
北京,2007,3,0.41011444365657046,-0.5599185893365378,0.32256617772606616,-0.49317339128871623,276.7255355169685,39154.94473235722,46.86670108165661,397703.5491088378,6.2889867253218135e-06
北京,2007,4,1.2072790509350446,-1.3209443156218135,0.7594139637548531,-0.8580559271651529,271.8905483311949,31901.47724694674,44.91201301366386,327469.72446651396,6.643490776861675e-06
北京,2007,5,0.29723685920426585,-0.23342625793341906,0.26300846323631155,-0.34404292050091195,275.9552175302751,52939.11512539753,47.00516471368737,522434.93693994894,2.6903963980857964e-06
北京,2007,6,0.4666157512827913,-0.2650548812911091,0.31491665051032064,-0.2854699760497135,278.2284296463152,67184.81535681449,53.03251121783175,645876.8029736658,6.397285950439974e-05
北京,2007,7,0.8874792197398121,-0.4699773022231654,0.5550135905363951,-0.37502961242868377,287.0791857041859,87933.33712768764,35.31913066287495,852909.059601108,1.9763960543265018e-05
北京,2007,8,1.0935523717125657,-0.2960145860507105,0.6930981491304689,-0.3208622548733954,295.29485257573134,102048.80112731778,33.90699982533528,973040.1418871217,7.002843847971478e-05
北京,2007,9,-0.6242204034700582,1.41155593456736,-0.37472449326255397,0.8385406170283235,299.69516753286615,98562.47695768294,52.93779905694032,883520.987993209,7.706893154802478e-05
北京,2007,10,-0.8452016871950021,1.4232981825444098,-0.5842942885538583,0.7986713803888524,299.95459319777115,93597.36826642013,68.56185438044325,830139.6800600383,0.00014363106719470831
北京,2007,11,-0.20282201217630114,0.7786046459592648,-0.12631917470164536,0.3918513967981568,299.33854954490755,91322.2869287606,62.76551016713026,814346.979895269,0.00010128280825518225
北京,2007,12,-0.03414869303590506,0.3682797381627217,0.01810083645510734,0.1082303665264082,294.83696636442744,78439.54162697958,58.21053827850383,715516.9233971423,7.811444883062e-05
沈阳,2007,1,1.3955917446733064,-0.9917951129300386,0.699652548822693,-0.4511032701837318,265.04944993738246,35307.77637736793,55.005773853149414,358638.04930595856,9.534888778701263e-06
沈阳,2007,2,1.23291165314063,0.7461208046404645,0.514415795951163,0.45486101891141256,282.8948795746998,53353.24784502528,51.05376924352661,518192.70431475143,5.844455074902811e-05
沈阳,2007,3,1.052688312061008,0.2868200481174066,0.5049290641433185,0.12532357103837774,273.43256063383586,33811.90840659067,49.32064839159985,342405.14961337583,3.953751903809987e-05
沈阳,2007,4,1.7556432537586488,-0.11262051573608438,0.8316177994191573,-0.02066955317657777,266.3872159914775,29076.098658011993,55.89697781756229,292016.21114943875,1.2735102798585646e-05
沈阳,2007,5,1.61672514921682,1.9532348271527735,0.855423667204352,1.1002218393057395,272.67550755814796,51570.38689352777,45.767358366340886,512116.3957355783,2.7308244218730478e-05
沈阳,2007,6,1.1485295667081754,-0.973146595015828,0.7032354111791901,-0.6603107392692956,274.34893631014324,69899.89679606564,45.94112276236675,667521.2250092245,9.709725536610578e-05
沈阳,2007,7,1.0440754777166148,1.3879870500530114,0.49892120421490244,0.8088878722029149,283.0400536192342,88523.15768424675,46.93740272772469,857127.6425092526,2.8586821171088597e-05
沈阳,2007,8,1.2963883279230404,1.6889799153470895,0.6632839979060744,0.951798822916293,291.5176217616429,97050.9642600675,47.2440376285713,909910.6261906436,6.829063703591666e-05
沈阳,2007,9,1.4871778659163395,3.5118838591505974,0.9090451909780229,2.2060348263483114,298.1004337146797,105716.91793328025,51.69799094851641,957709.5339042353,5.013449338456529e-05
沈阳,2007,10,0.9163640076600896,2.729655315645638,0.43800784550383404,1.6207837989190041,297.6533057852174,90019.99208353384,74.60192405792662,811194.1438918876,0.00023374789783086667
